toban,stint,branch,firstDate,lastDate,nHome,nNon,winsHome,winsNon,top3Home,top3Non,eligible,winDiff,winDiffCourseAdj,top3Diff,top3DiffCourseAdj,meanFinishDiff,meanFinishDiffCourseAdj
4343,0,広島,2016-11-03,2026-08-10,381,1809,48,127,180,666,1,0.055780,0.036827,0.104282,0.091539,-0.282890,-0.223204
4344,0,三重,2016-11-09,2026-08-02,419,1957,174,536,337,1328,1,0.141386,0.106899,0.125706,0.086267,-0.556070,-0.388670
4345,0,東京,2016-11-09,2026-08-10,697,1232,102,164,332,541,1,0.013225,-0.010004,0.037204,0.007559,-0.115590,0.006696
4346,0,福岡,2016-11-01,2026-08-08,698,1418,90,201,302,620,1,-0.012809,-0.014132,-0.004571,-0.016764,0.004229,0.047063
4347,0,福岡,2016-11-06,2026-08-11,414,956,102,198,276,616,1,0.039264,0.029964,0.022315,0.016465,-0.119479,-0.090546
4348,0,香川,2016-11-09,2026-08-09,407,2139,66,392,242,1312,1,-0.021101,-0.017655,-0.018776,-0.019062,0.040569,0.039038
4349,0,福岡,2016-11-06,2026-07-19,528,1522,67,177,265,760,1,0.010600,0.006958,0.002551,0.004881,-0.013915,-0.018377
4350,0,福岡,2016-12-01,2026-08-09,837,1647,292,439,616,1048,1,0.082320,0.057709,0.099653,0.070221,-0.385726,-0.264306
4351,0,福岡,2016-12-27,2026-07-29,748,1878,220,484,515,1254,1,0.036397,0.020662,0.020771,0.007718,-0.142269,-0.083793
4352,0,長崎,2016-11-03,2026-08-10,595,1789,195,447,472,1187,1,0.077871,0.048249,0.129778,0.099814,-0.463532,-0.335002
4353,0,福井,2016-11-03,2021-04-08,156,665,24,82,75,263,1,0.030538,0.023914,0.085281,0.076611,-0.323356,-0.287922
4354,0,東京,2016-11-06,2020-04-13,122,387,12,22,42,142,1,0.041513,0.022335,-0.022663,-0.041419,0.022006,0.100774
4355,0,福岡,2016-11-03,2026-04-29,548,1446,38,84,203,470,1,0.011252,0.014436,0.045403,0.043087,-0.105716,-0.100363
4356,0,兵庫,2016-11-12,2026-08-11,303,2053,73,497,201,1352,1,-0.001161,0.004105,0.004818,0.009605,0.017723,-0.004654
4357,0,大阪,2016-11-05,2026-08-11,258,2294,78,642,161,1608,1,0.022465,0.015617,-0.076928,-0.090277,0.136412,0.185754
4358,0,三重,2016-11-03,2026-08-08,557,1695,89,210,280,664,1,0.035891,0.019627,0.110953,0.094492,-0.417839,-0.347942
4359,0,徳島,2016-11-09,2026-07-12,459,1799,85,289,249,940,1,0.024540,0.013706,0.019971,0.007545,-0.077674,-0.025682
4360,0,静岡,2016-11-23,2026-08-11,348,1681,58,223,191,784,1,0.034008,0.027627,0.082462,0.079471,-0.288734,-0.272514
4361,0,山口,2016-11-19,2026-08-11,831,1701,303,477,600,1111,1,0.084198,0.058135,0.068876,0.044939,-0.305732,-0.199224
4362,0,群馬,2016-11-03,2026-08-11,441,2046,153,508,308,1342,1,0.098649,0.063429,0.042499,0.002550,-0.287526,-0.120671
4363,0,福岡,2016-11-01,2026-08-11,744,1750,144,339,417,985,1,-0.000166,-0.004082,-0.002373,-0.004293,-0.021985,-0.012213
4364,0,福岡,2016-11-03,2026-08-11,921,1754,295,585,649,1188,1,-0.013219,-0.027827,0.027360,0.015652,-0.009186,0.044402
4365,0,兵庫,2016-11-12,2026-08-11,410,1847,78,288,220,877,1,0.034315,0.026647,0.061761,0.052871,-0.153614,-0.118146
4366,0,東京,2016-11-15,2026-08-10,696,1927,188,540,488,1341,1,-0.010113,0.003937,0.005249,0.017622,-0.001036,-0.054588
4367,0,福岡,2016-11-03,2026-08-10,491,1507,66,150,242,733,1,0.034884,0.034255,0.006475,0.004492,-0.054022,-0.044724
4368,0,福岡,2016-11-01,2026-08-08,539,1519,57,174,226,629,1,-0.008798,-0.001536,0.005207,0.007168,0.014723,0.001637
4369,0,愛知,2016-11-03,2026-08-08,571,1920,149,446,365,1155,1,0.028654,0.017818,0.037667,0.026651,-0.138431,-0.089894
4370,0,岡山,2016-11-09,2026-08-11,477,1892,149,609,310,1265,1,-0.009513,-0.022800,-0.018709,-0.029591,0.053581,0.103423
4371,0,福岡,2016-11-03,2026-08-02,907,1706,284,443,637,1092,1,0.053448,0.034081,0.062222,0.031180,-0.233919,-0.110655
4372,0,大阪,2016-11-06,2026-07-29,251,1679,58,334,148,988,1,0.032148,0.028509,0.001196,-0.007186,-0.047204,-0.016487
4373,0,岡山,2016-11-01,2026-08-11,195,1750,29,256,121,1030,1,0.002432,0.002434,0.031941,0.035214,-0.043443,-0.054793
4374,0,広島,2016-11-01,2026-08-10,315,1705,36,186,132,670,1,0.005195,-0.005429,0.026086,0.025300,-0.067244,-0.053439
4375,0,兵庫,2016-11-03,2026-08-11,444,1906,96,358,260,1081,1,0.028388,0.015352,0.018429,0.004899,-0.094933,-0.035837
4376,0,静岡,2016-11-03,2026-08-08,349,2405,91,477,215,1420,1,0.062408,0.056393,0.025609,0.019125,-0.166329,-0.138416
4377,0,大阪,2016-11-01,2026-08-03,321,2197,55,527,188,1431,1,-0.068533,-0.064694,-0.065673,-0.066639,0.327730,0.328517
4378,0,広島,2016-11-03,2017-08-21,10,218,1,39,3,132,0,,,,,,
4379,0,東京,2016-11-03,2026-08-10,790,1722,164,308,465,1051,1,0.028733,0.030929,-0.021729,-0.023776,0.002726,0.008192
4380,0,静岡,2016-11-07,2026-08-11,315,1671,46,185,146,692,1,0.035320,0.022510,0.049369,0.030545,-0.241230,-0.167133
4381,0,兵庫,2016-11-01,2026-08-11,413,1743,60,289,236,937,1,-0.020528,-0.027501,0.033850,0.021070,-0.067962,-0.018354
4382,0,滋賀,2016-11-22,2026-08-03,402,1631,40,178,162,773,1,-0.009633,-0.019467,-0.070957,-0.074910,0.164014,0.183504
4383,0,徳島,2016-11-12,2026-08-10,558,1651,102,214,305,817,1,0.053177,0.037097,0.051743,0.036980,-0.219803,-0.154340
4384,0,大阪,2016-11-01,2026-08-05,302,2304,77,556,198,1521,1,0.013647,0.009267,-0.004527,-0.005801,0.008652,0.015275
4385,0,三重,2016-11-15,2026-07-12,85,874,6,70,37,298,1,-0.009503,-0.029357,0.094333,0.071231,-0.212115,-0.112013
4387,0,香川,2016-11-06,2026-08-11,346,1529,91,450,231,1047,1,-0.031304,-0.032721,-0.017131,-0.019085,0.082057,0.090161
4388,0,滋賀,2016-11-09,2026-08-08,475,2078,131,492,305,1253,1,0.039023,0.025902,0.039122,0.028516,-0.164277,-0.116272
4389,0,大阪,2016-11-01,2026-08-05,311,1805,35,190,146,935,1,0.007277,-0.000322,-0.048552,-0.060895,0.089386,0.139214
4390,0,徳島,2016-11-03,2026-08-06,450,1474,30,127,193,574,1,-0.019493,-0.042123,0.039472,0.020453,-0.092552,-0.007151
4391,0,福井,2016-11-01,2026-08-10,613,1930,232,505,455,1266,1,0.116809,0.092821,0.086293,0.057351,-0.387955,-0.268176
4393,0,福岡,2016-11-03,2026-08-05,527,1384,54,124,242,593,1,0.012871,0.008620,0.030735,0.024964,-0.080178,-0.056717
4394,0,福岡,2016-11-01,2026-08-11,605,1455,73,199,307,721,1,-0.016109,-0.017795,0.011905,0.010442,-0.061606,-0.055643
4395,0,福岡,2016-11-08,2026-07-28,706,1414,97,192,379,665,1,0.001609,0.001432,0.066530,0.062768,-0.181159,-0.168186
4396,0,山口,2016-11-09,2026-08-08,649,1651,85,192,343,808,1,0.014678,0.006174,0.039105,0.030718,-0.167907,-0.129640
4397,0,大阪,2016-11-08,2026-08-08,591,2227,170,688,424,1613,1,-0.021288,-0.017180,-0.006865,-0.007702,0.016705,0.015679
4398,0,広島,2016-11-03,2026-08-10,512,2156,152,548,350,1377,1,0.042701,0.031607,0.044911,0.036452,-0.143582,-0.104685
4399,0,群馬,2016-11-06,2025-04-06,284,1664,92,412,213,1087,1,0.076348,0.051823,0.096755,0.072781,-0.350496,-0.247034
4400,0,福井,2016-11-06,2026-08-02,282,1408,18,68,122,492,1,0.015534,0.001768,0.083192,0.077176,-0.305760,-0.271500
4401,0,東京,2016-11-08,2026-08-10,636,1569,161,365,394,916,1,0.020512,0.027384,0.035686,0.037178,-0.129252,-0.140179
4402,0,福岡,2016-11-07,2026-08-11,824,1517,199,356,505,933,1,0.006831,-0.013779,-0.002166,-0.018051,-0.036283,0.037760
4403,0,福岡,2016-11-09,2026-08-11,757,1468,165,278,440,834,1,0.028592,0.012993,0.013122,-0.002433,-0.130553,-0.062313
4404,0,兵庫,2016-11-09,2026-07-27,312,1592,49,205,137,688,1,0.028282,0.016377,0.006942,-0.005593,-0.120055,-0.067597
4405,0,福井,2016-11-08,2026-08-09,443,1578,42,172,202,686,1,-0.014191,-0.021653,0.021254,0.011134,0.002847,0.044290
4406,0,福岡,2016-11-09,2026-08-11,463,1516,41,154,189,587,1,-0.013030,-0.001438,0.021004,0.030014,-0.038666,-0.079379
4407,0,群馬,2016-11-01,2026-08-11,443,1979,66,207,245,947,1,0.044386,0.036800,0.074523,0.065628,-0.285485,-0.248712
4408,0,長崎,2016-11-06,2026-08-05,186,514,27,47,85,165,1,0.053722,0.044427,0.135978,0.123529,-0.499979,-0.450370
4409,0,愛知,2016-11-03,2026-08-11,559,2076,141,566,365,1346,1,-0.020404,-0.019225,0.004589,0.006669,0.025675,0.018946
4410,0,岡山,2016-11-01,2026-08-11,392,2111,78,369,209,1117,1,0.024181,0.019343,0.004030,-0.000767,-0.037713,-0.017314
4411,0,大阪,2016-11-07,2026-08-09,346,2178,56,346,192,1148,1,0.002988,-0.005817,0.027824,0.020073,-0.120562,-0.088722
4413,0,福岡,2016-11-07,2026-08-11,724,1779,183,461,473,1136,1,-0.006372,-0.019514,0.014754,0.001975,-0.017154,0.038511
4414,0,東京,2016-11-06,2026-08-11,187,806,20,73,67,273,1,0.016381,0.000046,0.019579,0.003707,-0.017628,0.051268
4415,0,福井,2016-12-29,2026-08-09,511,2024,175,567,353,1193,1,0.062327,0.041962,0.101375,0.074174,-0.416284,-0.305288
4416,0,広島,2016-11-03,2026-08-09,367,1609,49,181,191,772,1,0.021023,0.011324,0.040635,0.038505,-0.145283,-0.129019
4417,0,静岡,2016-11-03,2026-08-03,356,1546,32,156,157,704,1,-0.011018,-0.006717,-0.014357,-0.014548,-0.035656,-0.037786
4418,0,岡山,2016-11-03,2026-08-11,433,1974,186,530,352,1375,1,0.161071,0.123884,0.116378,0.078191,-0.588768,-0.424366
4419,0,埼玉,2016-11-21,2026-07-30,176,1497,23,172,96,734,1,0.015785,0.003427,0.055141,0.044906,-0.244576,-0.197671
4420,0,群馬,2016-11-25,2026-08-11,522,1798,92,264,313,936,1,0.029415,0.011906,0.079038,0.058320,-0.237115,-0.148788
4421,0,東京,2016-11-01,2026-08-11,440,1048,35,45,170,358,1,0.036607,0.010936,0.044761,0.018554,-0.203522,-0.091936
4422,0,大阪,2016-11-03,2026-07-29,250,1860,34,220,102,749,1,0.017720,0.008497,0.005312,-0.001129,0.058065,0.088266
4423,0,岡山,2016-11-03,2026-08-01,218,1928,28,269,117,876,1,-0.011082,-0.017175,0.082340,0.068109,-0.280183,-0.226474
4424,0,福岡,2016-11-03,2026-08-02,754,1984,248,500,508,1228,1,0.076896,0.048523,0.054788,0.027884,-0.222124,-0.104739
4425,0,山口,2016-11-03,2026-08-11,682,1395,75,150,313,602,1,0.002444,0.000005,0.027403,0.025279,-0.118605,-0.109184
4427,0,大阪,2016-11-03,2026-08-03,448,2147,112,701,272,1466,1,-0.076502,-0.071002,-0.075670,-0.071796,0.322705,0.303496
4428,0,埼玉,2016-11-09,2026-08-05,362,2066,93,485,212,1266,1,0.022153,0.022229,-0.027143,-0.030926,0.007648,0.020826
4429,0,広島,2016-11-01,2026-08-10,376,1294,48,80,155,383,1,0.065836,0.044156,0.116253,0.097120,-0.431739,-0.346064
4430,0,東京,2016-11-03,2026-08-10,824,1728,181,454,534,1132,1,-0.043071,-0.032327,-0.007034,-0.001820,0.094368,0.066346
4431,0,三重,2016-11-05,2026-08-04,400,1628,75,229,225,784,1,0.046837,0.033631,0.080928,0.066117,-0.272826,-0.210681
4432,0,埼玉,2016-11-09,2026-07-28,296,1861,26,216,154,930,1,-0.028229,-0.044298,0.020539,0.001948,-0.025146,0.052112
4433,0,福岡,2016-11-01,2026-08-11,727,1819,210,448,489,1179,1,0.042569,0.022886,0.024469,0.009994,-0.148047,-0.082008
4434,0,広島,2016-11-01,2026-07-28,483,2011,100,393,290,1207,1,0.011614,0.001501,0.000215,-0.012401,0.002140,0.054811
4435,0,愛知,2016-11-05,2026-08-11,490,1671,94,306,278,902,1,0.008713,-0.002025,0.027550,0.020578,-0.082098,-0.048885
4436,0,大阪,2016-11-03,2026-08-08,327,2039,61,416,199,1220,1,-0.017477,-0.021817,0.010230,0.003756,-0.078554,-0.053883
4437,0,香川,2016-11-09,2026-08-08,456,1928,124,487,300,1235,1,0.019336,0.015667,0.017335,0.010641,-0.017662,0.008233
4438,0,東京,2016-11-07,2026-08-10,914,1334,154,205,440,617,1,0.014817,-0.002036,0.018882,0.003395,-0.117102,-0.049881
4439,0,埼玉,2016-11-07,2026-07-15,300,1529,30,125,118,530,1,0.018247,-0.008508,0.046702,0.018526,-0.156034,-0.034910
4440,0,東京,2016-11-10,2026-08-10,614,1317,66,113,273,467,1,0.021691,-0.002788,0.090032,0.060953,-0.290794,-0.171241
4441,0,岡山,2016-11-03,2026-08-11,394,2217,92,480,240,1353,1,0.016994,0.023762,-0.001147,0.005521,-0.010576,-0.040356
4442,0,愛知,2016-11-03,2026-08-11,491,1826,103,375,290,961,1,0.004409,0.004170,0.064344,0.061143,-0.162179,-0.150856
4443,0,山口,2016-11-06,2026-08-08,423,1977,61,316,233,1133,1,-0.015630,-0.024218,-0.022263,-0.027848,0.080776,0.107263
4444,0,埼玉,2016-11-09,2026-08-05,378,1881,166,513,315,1314,1,0.166426,0.128148,0.134769,0.100301,-0.587188,-0.434824
4445,0,佐賀,2016-11-03,2026-08-11,433,2022,156,569,324,1292,1,0.078873,0.060432,0.109297,0.082226,-0.387066,-0.276917
4446,0,兵庫,2016-11-03,2026-08-11,478,2155,111,535,319,1388,1,-0.016042,-0.020772,0.023280,0.014617,-0.029421,0.005198
4447,0,福岡,2016-11-01,2026-08-11,516,1531,102,279,307,898,1,0.015441,0.007342,0.008416,-0.000374,-0.077798,-0.039420
4448,0,滋賀,2016-11-09,2026-08-05,305,1903,68,519,217,1322,1,-0.049776,-0.050686,0.016783,0.010547,0.065829,0.088425
4449,0,兵庫,2016-11-09,2026-08-11,325,1616,34,121,116,548,1,0.029739,0.019818,0.017814,0.013250,-0.074463,-0.048870
4450,0,香川,2016-11-03,2026-08-02,365,2053,96,585,245,1370,1,-0.021935,-0.011060,0.003917,0.014855,0.019306,-0.029267
4451,0,福岡,2016-11-01,2026-08-08,824,1824,219,458,551,1230,1,0.014680,-0.002493,-0.005653,-0.023481,-0.013376,0.062540
4452,0,香川,2016-11-01,2026-08-03,496,1843,76,326,295,1079,1,-0.023660,-0.018908,0.009300,0.002540,-0.027579,-0.008653
4453,0,愛知,2016-11-01,2024-03-19,367,1055,46,106,141,348,1,0.024867,0.015513,0.054338,0.041782,-0.222984,-0.170598
4456,0,大阪,2018-12-15,2026-08-11,132,1238,48,354,102,809,1,0.077691,0.059154,0.119254,0.106436,-0.402372,-0.340816
4457,0,愛知,2016-11-05,2026-08-09,369,1343,41,115,149,530,1,0.025482,0.018559,0.009155,0.001020,-0.131147,-0.095523
4458,0,広島,2016-11-09,2026-08-09,278,2048,34,288,123,929,1,-0.018323,-0.022006,-0.011167,-0.014020,0.077447,0.090280
4459,0,香川,2016-11-01,2026-08-02,546,2159,198,523,414,1264,1,0.120396,0.084835,0.172786,0.138647,-0.662618,-0.514449
4460,0,東京,2016-11-03,2026-08-11,647,1708,176,429,443,1102,1,0.020854,0.037687,0.039500,0.048560,-0.116876,-0.162988
4461,0,三重,2016-11-01,2026-08-11,372,1336,41,102,160,478,1,0.033868,0.026649,0.072323,0.066049,-0.278065,-0.249321
4462,0,大阪,2016-12-29,2026-07-21,239,1520,36,190,108,694,1,0.025628,0.018367,-0.004696,-0.019572,-0.125831,-0.067946
4463,0,福岡,2016-11-03,2026-08-11,804,1468,162,269,468,818,1,0.018250,0.009735,0.024869,0.019420,-0.112716,-0.086310
4464,0,静岡,2016-11-29,2017-10-24,36,236,6,56,13,149,1,-0.070621,-0.042641,-0.270245,-0.237446,0.705273,0.566694
4464,1,三重,2017-11-11,2018-03-10,7,79,0,9,3,35,0,,,,,,
4464,2,静岡,2019-11-20,2026-07-30,188,1232,38,207,112,675,1,0.034108,0.030022,0.047855,0.047364,-0.183407,-0.175850
4465,0,東京,2016-11-12,2026-08-10,657,1083,60,56,262,370,1,0.039616,0.015951,0.057139,0.039739,-0.234234,-0.154508
4466,0,三重,2016-11-03,2026-08-10,477,1875,96,313,280,1104,1,0.034325,0.022251,-0.001798,-0.018314,-0.068844,-0.003140
4467,0,愛知,2016-11-03,2026-08-11,432,1919,68,314,231,1069,1,-0.006219,-0.009179,-0.022339,-0.026814,0.138216,0.155624
4468,0,東京,2016-11-22,2026-07-12,826,1456,253,391,576,934,1,0.037751,0.037972,0.055853,0.054938,-0.213075,-0.209391
4469,0,福井,2016-11-05,2026-08-09,564,1698,133,345,332,910,1,0.032635,0.012337,0.052728,0.028867,-0.215184,-0.114905
4470,0,三重,2016-11-09,2026-08-11,396,1901,91,367,242,1129,1,0.036742,0.022655,0.017213,0.008063,-0.136975,-0.091926
4471,0,広島,2016-11-01,2026-08-08,483,2013,125,510,312,1274,1,0.005446,-0.009294,0.013076,-0.009333,-0.055981,0.033810
4472,0,兵庫,2016-11-01,2026-08-11,463,2301,134,618,308,1519,1,0.020838,0.014861,0.005079,-0.001988,-0.015252,0.014048
4473,0,福井,2016-11-07,2026-07-24,199,960,33,117,93,445,1,0.043954,0.034667,0.003795,-0.005855,-0.117085,-0.077301
4474,0,福岡,2016-11-10,2026-07-28,606,1518,91,184,310,746,1,0.028953,0.024264,0.020115,0.016393,-0.099590,-0.083091
4475,0,山口,2016-11-03,2026-08-11,828,1591,175,274,517,907,1,0.039134,0.020483,0.054314,0.036063,-0.149903,-0.070626
4477,0,福岡,2016-11-03,2026-08-11,884,1562,287,372,655,988,1,0.086504,0.061606,0.108428,0.077039,-0.447082,-0.317619
4478,0,東京,2016-11-12,2021-09-30,88,564,21,106,54,321,1,0.050693,0.042668,0.044487,0.042294,-0.236863,-0.222101
4478,1,群馬,2021-10-16,2026-08-11,120,938,29,212,79,535,1,0.015654,-0.003190,0.087971,0.061969,-0.282303,-0.177660
4479,0,福岡,2016-11-12,2017-03-30,0,75,0,6,0,24,0,,,,,,
4479,1,山口,2020-03-12,2026-08-11,197,400,15,31,58,132,1,-0.001358,-0.014278,-0.035584,-0.046646,-0.008020,0.040086
4482,0,岡山,2016-11-09,2026-08-11,379,2212,124,694,269,1458,1,0.013434,0.002249,0.050631,0.039738,-0.213557,-0.164939
4483,0,愛知,2016-11-09,2026-08-08,600,1717,181,479,407,1095,1,0.022692,0.008623,0.040593,0.019970,-0.201883,-0.116826
4484,0,東京,2016-11-12,2026-08-11,413,1058,32,62,156,401,1,0.018881,-0.009917,-0.001293,-0.024262,-0.103201,0.000032
4485,0,福岡,2016-11-01,2026-08-07,587,1464,96,221,307,764,1,0.012587,0.017462,0.001140,0.015160,-0.051772,-0.104259
4486,0,群馬,2016-11-01,2026-08-11,432,1917,106,401,252,1103,1,0.036189,0.029225,0.007955,-0.005972,-0.055230,-0.002093
4487,0,福岡,2016-11-03,2026-08-11,638,1326,61,135,285,506,1,-0.006199,-0.002717,0.065110,0.063207,-0.072717,-0.068910
4488,0,埼玉,2016-11-01,2026-08-11,353,1970,78,435,215,1263,1,0.000151,-0.002296,-0.032052,-0.033983,0.099592,0.108370
4489,0,大阪,2016-11-18,2026-07-28,287,1750,34,236,120,811,1,-0.016390,-0.014991,-0.045310,-0.045182,0.178885,0.176841
4490,0,滋賀,2016-11-01,2019-06-22,92,269,7,15,31,55,1,0.020325,-0.025022,0.132496,0.090762,-0.601059,-0.416508
4491,0,群馬,2016-11-01,2026-08-11,342,1712,44,185,163,730,1,0.020594,-0.004823,0.050206,0.025844,-0.161666,-0.054976
4492,0,愛知,2016-11-03,2026-01-11,636,1458,182,408,431,952,1,0.006328,-0.002256,0.024724,0.011429,-0.100732,-0.048237
4494,0,静岡,2016-11-03,2026-07-12,451,2140,133,585,330,1475,1,0.021536,0.016033,0.042455,0.036587,-0.143342,-0.118416
4495,0,福岡,2016-11-03,2026-08-09,586,1269,91,195,271,621,1,0.001626,-0.002499,-0.026904,-0.027074,0.047230,0.050091
4496,0,東京,2016-11-01,2026-08-11,619,1706,143,391,400,1065,1,0.001827,0.011709,0.021936,0.032724,-0.057530,-0.103793
4497,0,長崎,2016-11-01,2026-08-10,534,1846,196,506,388,1158,1,0.092935,0.059375,0.099289,0.073442,-0.457209,-0.337402
4498,0,長崎,2016-11-03,2026-08-10,480,1673,118,277,264,859,1,0.080263,0.055414,0.036551,0.011409,-0.249254,-0.141589
4499,0,長崎,2018-06-08,2026-08-11,217,857,47,147,137,452,1,0.045061,0.023885,0.103915,0.084572,-0.282337,-0.198361
4500,0,佐賀,2016-12-29,2026-08-11,476,1897,206,587,391,1317,1,0.123337,0.090974,0.127174,0.081063,-0.551994,-0.365973
4501,0,岡山,2016-11-06,2026-07-28,205,1995,46,406,126,1154,1,0.020881,0.016781,0.036188,0.035730,-0.081130,-0.075533
4502,0,滋賀,2016-11-06,2026-08-11,331,2195,125,636,238,1457,1,0.087894,0.077781,0.055252,0.043492,-0.276935,-0.228985
4503,0,佐賀,2016-11-03,2026-08-11,591,2249,243,704,463,1569,1,0.098140,0.073599,0.085775,0.054969,-0.386888,-0.259347
4504,0,福岡,2016-11-06,2026-08-08,880,1825,302,503,646,1213,1,0.067565,0.041299,0.069433,0.040082,-0.303596,-0.179960
4505,0,埼玉,2016-11-01,2026-08-10,390,2016,118,439,281,1169,1,0.084806,0.076101,0.140652,0.128320,-0.447154,-0.397361
4506,0,福岡,2016-11-01,2026-08-11,761,1767,174,383,425,1001,1,0.011895,-0.001804,-0.008021,-0.019697,-0.026147,0.025447
4508,0,大阪,2016-11-03,2026-07-18,189,1258,19,152,72,594,1,-0.020298,-0.005835,-0.091226,-0.082719,0.361635,0.320043
4509,0,愛知,2016-11-01,2026-08-11,503,1947,94,341,289,1150,1,0.011737,0.008893,-0.016100,-0.016353,0.014438,0.017784
4510,0,福岡,2016-11-06,2026-07-31,130,459,7,19,44,126,1,0.012452,0.020201,0.063952,0.062436,-0.285487,-0.290145
4511,0,香川,2016-11-01,2026-08-09,369,1657,46,160,167,674,1,0.028101,0.022993,0.045815,0.038798,-0.153206,-0.123802
4512,0,兵庫,2016-11-01,2026-08-11,459,2345,151,668,320,1573,1,0.044115,0.032805,0.026379,0.011918,-0.128520,-0.069414
4513,0,福岡,2016-11-01,2026-08-11,673,1703,143,309,414,964,1,0.031037,0.024253,0.049096,0.041528,-0.111623,-0.079237
4514,0,大阪,2016-11-05,2026-08-09,258,2301,66,554,162,1480,1,0.015049,0.012447,-0.015292,-0.016886,0.062991,0.069958
4515,0,佐賀,2016-11-01,2026-08-11,629,2021,120,398,370,1181,1,-0.006153,-0.013650,0.003871,-0.008889,-0.028013,0.022365
4516,0,愛知,2016-11-01,2026-07-24,566,1736,135,328,348,1003,1,0.049576,0.045549,0.037076,0.029410,-0.160861,-0.130530
4517,0,東京,2016-11-01,2017-06-25,34,57,2,2,13,13,1,0.023736,0.012620,0.154283,0.138978,-0.707946,-0.643411
4518,0,愛知,2016-11-12,2026-08-05,466,1689,110,351,311,950,1,0.028236,0.016445,0.104919,0.089995,-0.313640,-0.249867
4519,0,東京,2017-03-18,2026-03-27,479,1337,109,228,279,692,1,0.057026,0.056182,0.064887,0.057249,-0.228902,-0.203040
4520,0,福井,2016-11-03,2026-08-02,552,1660,85,237,293,795,1,0.011214,0.008290,0.051881,0.052273,-0.129055,-0.128604
4521,0,福岡,2016-11-01,2026-08-11,737,1466,152,304,426,886,1,-0.001125,-0.007409,-0.026347,-0.027066,0.119300,0.127252
4522,0,福岡,2016-11-09,2026-08-07,835,1550,258,455,567,1040,1,0.015434,0.004883,0.008074,-0.004168,-0.044686,0.006786
4523,0,長崎,2016-11-01,2026-08-09,402,1823,96,378,238,1038,1,0.031455,0.014449,0.022649,0.006573,-0.070101,0.000542
4524,0,静岡,2016-11-09,2026-06-28,449,2048,164,558,349,1302,1,0.092795,0.087589,0.141541,0.133577,-0.537466,-0.505481
4525,0,福岡,2016-11-15,2026-07-31,648,1298,81,133,282,522,1,0.022535,0.025805,0.033028,0.028032,-0.142974,-0.129066
4526,0,愛知,2016-11-03,2026-08-11,543,1765,125,376,330,1051,1,0.017171,0.008830,0.012267,0.002017,-0.072085,-0.027298
4527,0,愛知,2016-11-07,2026-08-11,464,1430,53,112,184,509,1,0.035902,0.025418,0.040608,0.031177,-0.139137,-0.097811
4528,0,埼玉,2016-11-06,2026-06-13,438,1839,150,512,295,1165,1,0.064054,0.068901,0.040020,0.043420,-0.204492,-0.222811
4529,0,香川,2016-11-07,2026-08-09,353,1657,57,261,176,838,1,0.003960,0.011202,-0.007150,-0.003100,0.017828,-0.002037
4530,0,福岡,2016-11-06,2026-08-11,637,1438,187,431,447,986,1,-0.006158,-0.005794,0.016052,0.019277,-0.005181,-0.017824
4531,0,佐賀,2016-11-01,2026-08-11,510,1868,125,431,317,1120,1,0.014370,0.015246,0.021997,0.018505,-0.063419,-0.052968
4532,0,埼玉,2016-11-13,2026-08-08,455,1797,125,484,294,1168,1,0.005387,0.008019,-0.003818,-0.005503,0.015756,0.019143
4533,0,岡山,2016-11-01,2026-08-11,334,1581,61,218,172,727,1,0.044747,0.032252,0.055135,0.045309,-0.152880,-0.108791
4534,0,大阪,2016-11-06,2026-07-18,145,934,12,90,52,364,1,-0.013601,-0.032441,-0.031101,-0.057049,0.070413,0.178249
4535,0,東京,2016-11-01,2026-07-13,469,1604,124,435,309,1097,1,-0.006805,-0.000617,-0.025067,-0.017585,0.122318,0.090621
4536,0,岡山,2016-11-01,2026-08-11,198,1405,38,267,113,834,1,0.001884,-0.004117,-0.022887,-0.025730,0.090043,0.104202
4537,0,岡山,2016-11-05,2026-08-11,409,1948,122,615,281,1302,1,-0.017420,-0.021358,0.018664,0.017404,0.012603,0.021597
4538,0,大阪,2016-11-01,2026-06-04,246,1653,37,284,115,801,1,-0.021402,-0.039335,-0.017094,-0.041225,0.060112,0.159425
4539,0,群馬,2016-11-01,2026-08-11,418,2031,120,497,260,1151,1,0.042374,0.029819,0.055294,0.039368,-0.233684,-0.168515
4540,0,東京,2016-11-01,2026-08-11,595,1568,103,237,317,816,1,0.021961,0.016143,0.012365,0.004691,-0.076103,-0.044847
4541,0,愛知,2016-12-05,2018-10-18,46,214,2,3,12,41,1,0.029460,0.011663,0.069281,0.060476,-0.230191,-0.184903
4542,0,東京,2016-11-03,2019-10-27,158,200,9,9,46,43,1,0.011962,-0.020071,0.076139,0.047982,-0.078354,0.047453
4543,0,兵庫,2016-11-09,2026-08-11,392,2080,89,457,237,1314,1,0.007329,0.005277,-0.027139,-0.031416,-0.001305,0.015834
4544,0,福岡,2016-11-22,2026-08-11,645,1906,236,660,469,1394,1,0.019617,0.011068,-0.004243,-0.016436,-0.015814,0.032592
4545,0,福岡,2016-11-03,2026-08-11,945,1643,316,503,676,1125,1,0.028244,0.011341,0.030621,0.015425,-0.119610,-0.052888
4546,0,埼玉,2016-11-28,2026-08-11,227,1901,55,488,158,1288,1,-0.014416,-0.000983,0.018497,0.032595,-0.064557,-0.123594
