toban,stint,branch,firstDate,lastDate,nHome,nNon,winsHome,winsNon,top3Home,top3Non,eligible,winDiff,winDiffCourseAdj,top3Diff,top3DiffCourseAdj,meanFinishDiff,meanFinishDiffCourseAdj
3408,0,東京,2016-11-01,2019-03-31,70,189,2,7,16,38,1,-0.008466,-0.066233,0.027513,-0.027878,-0.122751,0.114779
3409,0,福井,2016-11-01,2021-10-05,298,890,49,124,159,398,1,0.025104,0.007658,0.086366,0.061666,-0.375801,-0.275828
3411,0,広島,2016-11-01,2026-08-11,396,1387,37,78,136,404,1,0.037198,0.016755,0.052158,0.031152,-0.267915,-0.177449
3412,0,埼玉,2016-11-08,2026-08-09,419,2144,127,522,292,1390,1,0.059632,0.065363,0.048576,0.050143,-0.186370,-0.197875
3414,0,群馬,2016-11-01,2025-11-10,264,1836,50,286,136,1013,1,0.033621,0.031707,-0.036591,-0.038513,0.008913,0.017614
3415,0,大阪,2016-11-09,2026-08-02,504,2001,156,481,373,1286,1,0.069144,0.042520,0.097401,0.065876,-0.370838,-0.240852
3417,0,東京,2016-11-03,2019-12-29,199,440,14,20,63,120,1,0.024897,-0.013367,0.043856,0.012157,-0.156418,-0.017760
3419,0,群馬,2016-11-01,2026-07-27,356,1320,23,85,123,461,1,0.000213,-0.016365,-0.003737,-0.016368,-0.030431,0.027359
3422,0,静岡,2016-11-01,2026-08-11,602,1845,193,489,396,1158,1,0.055557,0.049833,0.030165,0.023609,-0.174805,-0.147614
3424,0,岡山,2016-11-01,2023-04-28,102,422,7,25,43,121,1,0.009386,-0.028384,0.134839,0.097115,-0.458136,-0.296628
3425,0,東京,2016-11-07,2019-08-28,67,132,1,6,18,39,1,-0.030529,-0.060079,-0.026798,-0.057030,-0.059362,0.069583
3427,0,山口,2016-11-03,2025-01-22,744,1002,180,195,481,615,1,0.047325,0.023226,0.032733,0.005962,-0.175850,-0.062685
3430,0,広島,2016-11-21,2026-08-08,415,1888,72,281,187,807,1,0.024659,0.020006,0.023166,0.017190,-0.146194,-0.120995
3432,0,大阪,2016-11-06,2026-07-09,287,2145,34,287,124,1012,1,-0.015333,-0.018173,-0.039739,-0.055326,0.123537,0.179508
3433,0,埼玉,2016-11-01,2020-11-10,54,723,2,39,21,244,1,-0.016905,-0.045633,0.051406,0.015665,-0.298678,-0.148778
3434,0,福岡,2016-11-03,2026-08-08,653,1404,94,131,306,584,1,0.050646,0.047122,0.052652,0.047455,-0.236768,-0.217639
3435,0,岡山,2016-11-03,2026-08-11,321,2272,91,629,226,1571,1,0.006641,-0.000264,0.012589,0.001698,-0.005486,0.038255
3436,0,岡山,2016-11-15,2026-08-05,367,1857,69,390,214,1134,1,-0.022005,-0.025847,-0.027556,-0.027852,0.093515,0.097357
3439,0,大阪,2016-11-03,2026-08-09,174,2481,36,570,120,1507,1,-0.022850,-0.032323,0.082239,0.062667,-0.203929,-0.129295
3441,0,群馬,2016-11-03,2026-08-11,387,1868,49,187,208,910,1,0.026508,0.011934,0.050316,0.031537,-0.272364,-0.195977
3442,0,香川,2016-11-03,2026-08-11,253,2008,29,265,124,1105,1,-0.017348,-0.005746,-0.060180,-0.048516,0.181820,0.131912
3443,0,岡山,2016-11-03,2023-02-17,326,1272,54,166,176,645,1,0.035141,0.023901,0.032802,0.026193,-0.155115,-0.123093
3444,0,福岡,2016-11-08,2026-04-24,535,1366,47,125,174,431,1,-0.003658,-0.004841,0.009714,0.002724,-0.065478,-0.038862
3445,0,埼玉,2016-11-01,2026-08-05,304,1942,63,303,195,1134,1,0.051212,0.043455,0.057513,0.047770,-0.192731,-0.153037
3446,0,広島,2016-11-07,2016-12-06,7,8,0,0,3,1,0,,,,,,
3448,0,群馬,2016-11-08,2026-05-24,348,1697,31,144,149,758,1,0.004225,-0.004235,-0.018510,-0.027379,0.048014,0.086034
3452,0,愛知,2016-11-03,2017-11-06,49,155,13,13,29,67,1,0.181435,0.165778,0.159579,0.141479,-0.766689,-0.690374
3454,0,岡山,2016-11-23,2026-08-04,353,1785,43,156,180,840,1,0.034418,0.012909,0.039327,0.016342,-0.110739,-0.014556
3455,0,愛知,2016-11-01,2026-08-08,464,1667,60,225,230,899,1,-0.005663,-0.011039,-0.043602,-0.041846,0.196218,0.195082
3456,0,徳島,2016-11-09,2021-06-22,205,691,11,50,65,213,1,-0.018700,-0.047295,0.008824,-0.016579,-0.034605,0.078935
3458,0,岡山,2016-11-08,2026-08-10,282,1791,49,255,149,827,1,0.031380,0.013893,0.066616,0.047422,-0.255390,-0.175708
3459,0,佐賀,2016-11-03,2026-08-05,404,1424,31,93,155,477,1,0.011424,-0.003690,0.048691,0.038652,-0.179031,-0.129608
3460,0,東京,2016-11-01,2020-06-07,260,509,42,43,119,174,1,0.077059,0.050368,0.115846,0.100332,-0.420561,-0.344552
3461,0,静岡,2016-11-01,2026-08-08,408,1603,33,111,159,606,1,0.011637,-0.000060,0.011665,0.002085,-0.121346,-0.077730
3462,0,岡山,2016-11-22,2025-08-26,314,1860,68,296,179,955,1,0.057421,0.038707,0.056623,0.027319,-0.292333,-0.175524
3463,0,東京,2016-11-03,2026-08-11,444,1666,59,203,237,849,1,0.011034,0.012313,0.024180,0.026319,-0.069533,-0.078426
3465,0,東京,2016-11-03,2019-12-29,193,396,8,13,67,97,1,0.008622,-0.026758,0.102201,0.061233,-0.317920,-0.144317
3467,0,東京,2016-11-01,2026-08-08,482,1558,42,123,162,622,1,0.008190,-0.004222,-0.063130,-0.067256,0.142024,0.165225
3469,0,福井,2016-11-01,2021-03-25,65,463,3,39,18,153,1,-0.038079,-0.043499,-0.053530,-0.057419,0.237747,0.258582
3470,0,徳島,2016-11-01,2026-08-05,285,1186,44,202,139,614,1,-0.015934,-0.031234,-0.029987,-0.036820,0.078101,0.114266
3471,0,佐賀,2016-11-07,2026-08-04,422,1440,37,102,166,524,1,0.016844,0.006604,0.029476,0.014429,-0.151939,-0.090732
3472,0,東京,2016-11-03,2018-03-26,55,103,1,2,8,13,1,-0.001236,-0.016841,0.019241,-0.010227,0.045013,0.158722
3473,0,福岡,2016-11-01,2026-08-10,689,2117,210,655,480,1454,1,-0.004611,-0.010961,0.009841,0.002681,0.012827,0.042564
3474,0,静岡,2016-11-01,2026-08-05,319,1587,41,162,156,802,1,0.026447,0.028309,-0.016328,-0.014225,0.051992,0.042368
3475,0,群馬,2016-11-01,2026-08-11,443,1997,95,429,260,1210,1,-0.000375,-0.016712,-0.019001,-0.037889,0.050813,0.129084
3476,0,徳島,2016-11-08,2018-12-22,90,309,8,15,31,74,1,0.040345,0.020119,0.104962,0.079332,-0.336030,-0.228424
3477,0,徳島,2016-11-09,2026-08-10,407,1591,39,91,175,582,1,0.038626,0.013449,0.064168,0.045262,-0.258214,-0.173417
3478,0,香川,2016-11-01,2026-08-09,359,1561,50,195,164,721,1,0.014356,0.009541,-0.005059,-0.013724,-0.028276,0.005960
3480,0,群馬,2016-11-08,2019-12-16,116,343,7,11,44,81,1,0.028275,-0.003271,0.143159,0.106208,-0.388132,-0.230833
3482,0,群馬,2016-11-01,2026-08-11,280,2002,41,212,138,914,1,0.040534,0.038016,0.036314,0.033151,-0.182867,-0.167603
3483,0,佐賀,2016-11-12,2020-10-22,122,557,7,32,46,178,1,-0.000074,-0.010624,0.057480,0.052052,-0.153854,-0.124555
3484,0,兵庫,2016-11-09,2026-08-11,409,2103,121,553,268,1363,1,0.032886,0.024423,0.007135,-0.001963,-0.085766,-0.046952
3485,0,大阪,2016-11-03,2021-12-04,18,999,2,144,8,461,0,,,,,,
3486,0,福岡,2016-11-09,2023-12-01,129,518,15,50,62,198,1,0.019754,0.031299,0.098381,0.114798,-0.320329,-0.388386
3488,0,東京,2016-11-03,2023-10-21,294,1250,54,176,161,608,1,0.042873,0.041194,0.061219,0.056282,-0.296294,-0.279794
3489,0,静岡,2016-11-01,2026-08-11,523,2347,131,536,357,1545,1,0.022101,0.010225,0.024313,0.004793,-0.113398,-0.036293
3491,0,福岡,2016-11-03,2023-12-20,310,1093,28,63,106,321,1,0.032683,0.025522,0.048248,0.039538,-0.251167,-0.215373
3492,0,香川,2016-11-09,2017-03-02,19,31,2,0,4,7,0,,,,,,
3493,0,大阪,2016-11-23,2018-12-13,21,334,4,18,11,91,1,0.136584,0.096080,0.251354,0.221090,-0.889364,-0.749630
3496,0,群馬,2016-11-06,2017-01-11,10,31,3,2,5,7,0,,,,,,
3497,0,埼玉,2016-11-03,2026-07-28,232,1980,51,392,129,1044,1,0.021848,0.019179,0.028762,0.031387,-0.158046,-0.167133
3498,0,兵庫,2016-11-18,2021-12-02,150,664,9,57,54,204,1,-0.025843,-0.052345,0.052771,0.022665,-0.144157,-0.015878
3499,0,広島,2016-11-03,2026-08-08,455,2101,142,532,309,1308,1,0.058875,0.048562,0.056560,0.050059,-0.248184,-0.216292
3501,0,長崎,2016-11-08,2025-01-24,401,1549,73,195,204,666,1,0.056157,0.032216,0.078773,0.051538,-0.301992,-0.188034
3502,0,静岡,2016-11-03,2026-08-11,388,2326,88,498,244,1437,1,0.012703,0.007773,0.011067,-0.001170,-0.076074,-0.030550
3503,0,埼玉,2016-11-09,2026-07-27,317,1571,22,91,110,528,1,0.011476,0.001426,0.010911,0.001533,-0.122870,-0.080388
3505,0,東京,2016-11-01,2026-08-10,653,1683,108,278,395,991,1,0.000209,0.007265,0.016071,0.021369,-0.046780,-0.071273
3506,0,佐賀,2016-11-01,2023-04-26,220,899,5,48,76,293,1,-0.030665,-0.032173,0.019537,0.009646,-0.170765,-0.134597
3507,0,大阪,2016-11-07,2026-08-02,191,1707,30,135,88,744,1,0.077982,0.059637,0.024881,0.000744,-0.132016,-0.035690
3508,0,佐賀,2016-11-08,2026-08-11,467,1752,71,197,226,803,1,0.039591,0.032998,0.025607,0.022781,-0.193284,-0.177780
3509,0,香川,2016-11-12,2026-08-05,273,1340,31,89,108,451,1,0.047135,0.024276,0.059037,0.047476,-0.230917,-0.172382
3514,0,福岡,2016-11-08,2026-08-11,840,1767,257,464,536,1046,1,0.043360,0.026203,0.046131,0.025737,-0.195663,-0.112136
3516,0,広島,2016-11-03,2026-08-10,320,1661,38,168,121,689,1,0.017606,0.018648,-0.036685,-0.030405,0.068974,0.047476
3517,0,東京,2016-11-07,2026-08-10,447,1450,93,303,258,841,1,-0.000912,0.001387,-0.002819,0.010062,0.037524,-0.007343
3518,0,静岡,2016-11-12,2026-08-05,189,1311,25,162,92,634,1,0.008705,-0.005642,0.003172,-0.008239,-0.000363,0.051265
3519,0,愛知,2016-11-05,2026-08-11,358,1568,35,131,161,671,1,0.014219,0.006368,0.021787,0.017700,-0.016268,0.001952
3521,0,福岡,2016-11-03,2020-06-21,90,535,3,15,39,153,1,0.005296,0.014438,0.147352,0.144808,-0.288058,-0.291706
3522,0,佐賀,2016-11-03,2022-12-19,288,1091,76,244,176,645,1,0.040241,0.027673,0.019910,-0.003411,-0.119685,-0.028458
3523,0,福岡,2016-11-01,2026-08-10,423,1344,61,180,220,649,1,0.010279,0.011398,0.037208,0.039937,-0.095243,-0.106206
3527,0,長崎,2016-11-06,2026-08-10,526,2088,94,326,327,1164,1,0.022577,0.001063,0.064202,0.038949,-0.218291,-0.113294
3528,0,愛知,2016-11-01,2026-08-11,445,1254,39,80,151,414,1,0.023845,0.012511,0.009182,-0.004610,-0.101493,-0.043423
3529,0,兵庫,2016-11-03,2020-02-09,212,698,57,189,152,485,1,-0.001906,-0.004794,0.022139,0.019532,-0.011232,0.000071
3532,0,群馬,2016-11-07,2026-08-11,478,1819,112,484,305,1223,1,-0.031771,-0.031994,-0.034272,-0.033525,0.092070,0.091327
3533,0,埼玉,2016-11-03,2024-03-04,213,1257,43,130,113,585,1,0.098457,0.078663,0.065123,0.048458,-0.313691,-0.237367
3534,0,東京,2016-11-05,2022-10-23,272,985,87,250,191,624,1,0.066046,0.073504,0.068703,0.077480,-0.203684,-0.240633
3535,0,兵庫,2016-11-08,2026-08-08,297,1432,41,150,113,480,1,0.033299,0.009947,0.045276,0.016033,-0.280232,-0.157680
3536,0,愛知,2016-11-03,2025-01-04,360,1109,32,78,149,410,1,0.018555,0.005263,0.044186,0.025294,-0.117714,-0.040617
3537,0,福岡,2016-11-06,2024-06-26,403,902,30,60,131,298,1,0.007923,0.002127,-0.005315,-0.011732,0.031259,0.059417
3538,0,群馬,2016-11-06,2026-08-09,394,1800,66,251,238,969,1,0.028068,0.017633,0.065728,0.048996,-0.215155,-0.149240
3539,0,山口,2016-11-01,2026-08-11,671,1489,59,134,265,527,1,-0.002065,-0.018064,0.041004,0.017640,-0.110865,-0.019932
3540,0,群馬,2016-11-08,2018-06-25,38,207,2,8,13,51,1,0.013984,-0.000903,0.095728,0.069637,-0.315535,-0.213521
3541,0,香川,2016-11-03,2026-08-05,431,2222,95,569,276,1467,1,-0.035658,-0.036773,-0.019845,-0.024741,0.057526,0.074859
3542,0,愛知,2016-11-25,2026-08-11,487,1441,54,118,197,522,1,0.028995,0.007256,0.042269,0.022544,-0.152606,-0.066426
3543,0,香川,2016-11-03,2026-08-10,458,1855,93,377,282,1068,1,-0.000178,-0.002726,0.039979,0.030718,-0.114335,-0.079643
3544,0,静岡,2016-11-03,2026-08-08,264,1315,29,110,104,472,1,0.026198,0.002245,0.035004,0.023875,-0.203313,-0.142290
3546,0,埼玉,2016-11-03,2026-08-09,339,1965,55,255,179,971,1,0.032471,0.017447,0.033876,0.016001,-0.187786,-0.115412
3548,0,福井,2016-11-07,2026-08-03,498,1995,115,389,281,1135,1,0.035936,0.024704,-0.004665,-0.023185,-0.045375,0.028098
3549,0,滋賀,2016-11-03,2017-05-16,9,61,0,1,0,3,0,,,,,,
3550,0,愛知,2016-11-03,2026-08-11,451,2234,152,495,293,1226,1,0.115453,0.088516,0.100876,0.069695,-0.439631,-0.310044
3551,0,福岡,2016-11-12,2026-08-02,453,1085,35,104,159,425,1,-0.018590,-0.014798,-0.040712,-0.039127,0.170076,0.161358
3552,0,岡山,2016-11-26,2018-10-21,46,318,13,65,34,184,1,0.078206,0.037999,0.160514,0.110558,-0.582855,-0.379616
3553,0,香川,2016-11-03,2025-05-09,427,1425,50,116,200,613,1,0.035693,0.020291,0.038209,0.029539,-0.107502,-0.065473
3554,0,愛知,2016-11-21,2026-08-11,749,2007,241,558,550,1278,1,0.043735,0.011842,0.097541,0.065876,-0.299834,-0.165783
3555,0,大阪,2016-11-03,2021-10-24,191,1142,53,315,123,759,1,0.001655,-0.002500,-0.020644,-0.021360,0.062428,0.069382
3556,0,大阪,2016-11-01,2026-07-27,512,1964,121,601,329,1378,1,-0.069680,-0.058639,-0.059051,-0.047219,0.234526,0.184243
3557,0,大阪,2016-11-03,2026-08-11,504,2145,141,590,323,1407,1,0.004704,-0.007198,-0.015071,-0.030143,0.023393,0.084945
3558,0,岡山,2016-11-01,2026-08-02,262,1833,51,340,142,971,1,0.009168,-0.003630,0.012252,-0.000971,-0.055815,0.002861
3559,0,山口,2016-11-03,2024-03-27,370,1079,47,120,169,434,1,0.015813,0.007126,0.054532,0.043627,-0.206695,-0.162060
3560,0,群馬,2016-11-03,2022-12-12,163,757,16,62,67,254,1,0.016257,-0.005771,0.075508,0.047612,-0.164364,-0.050803
3561,0,岡山,2016-11-07,2023-06-20,308,969,35,60,101,329,1,0.051717,0.026196,-0.011603,-0.028130,-0.057721,0.022292
3562,0,広島,2016-11-03,2026-08-11,198,2416,51,572,124,1453,1,0.020821,0.003272,0.024855,0.006243,-0.195552,-0.117076
3563,0,静岡,2016-11-05,2026-08-11,459,2270,89,414,290,1326,1,0.011521,-0.030891,0.047667,0.005208,-0.156442,0.024984
3564,0,福岡,2016-11-12,2026-08-05,446,1658,47,211,168,644,1,-0.021881,-0.017392,-0.011738,-0.006614,0.069044,0.046835
3565,0,東京,2016-11-08,2024-12-25,445,865,20,48,131,276,1,-0.010548,-0.033484,-0.024693,-0.043964,0.040346,0.126004
3566,0,福岡,2016-11-03,2026-08-11,632,1662,68,216,324,822,1,-0.022369,-0.026772,0.018073,0.009836,-0.041651,-0.009415
3567,0,山口,2016-11-01,2026-07-30,292,1207,22,70,107,384,1,0.017347,0.013320,0.048294,0.031965,-0.140181,-0.081666
3568,0,香川,2016-11-03,2026-08-10,428,1908,84,402,250,988,1,-0.014430,-0.017643,0.066292,0.064647,-0.123146,-0.116188
3569,0,東京,2016-11-01,2026-08-10,902,1328,129,80,411,478,1,0.082775,0.062103,0.095714,0.080549,-0.374871,-0.305508
3571,0,長崎,2016-11-01,2024-01-10,255,990,21,63,92,312,1,0.018717,0.002889,0.045633,0.025151,-0.188057,-0.104597
3572,0,兵庫,2016-11-03,2026-08-10,381,2018,95,436,230,1227,1,0.033288,0.031945,-0.004353,-0.006636,-0.068624,-0.060770
3573,0,広島,2016-11-03,2023-02-10,327,1403,156,438,277,1006,1,0.164876,0.131992,0.130060,0.091352,-0.597518,-0.439428
3574,0,福岡,2016-12-17,2026-08-10,967,1430,258,327,645,820,1,0.038133,0.022777,0.093585,0.077404,-0.302633,-0.234397
3575,0,埼玉,2016-11-09,2020-04-07,67,564,11,50,32,209,1,0.075527,0.062685,0.107045,0.101752,-0.353631,-0.324636
3576,0,福岡,2016-11-09,2026-08-10,762,1735,187,429,552,1221,1,-0.001855,-0.015859,0.020663,0.013441,-0.067805,-0.030774
3577,0,兵庫,2016-11-26,2026-08-11,362,1774,75,348,197,907,1,0.011015,-0.005608,0.032925,0.005887,-0.098220,0.009984
3578,0,香川,2016-11-03,2026-05-29,498,1747,55,162,223,779,1,0.017711,0.008574,0.001884,-0.007949,0.002874,0.044308
3579,0,埼玉,2016-11-01,2026-07-10,75,1864,12,325,45,1008,1,-0.014356,-0.046417,0.059227,0.017488,-0.232926,-0.064328
3580,0,滋賀,2016-11-03,2026-07-24,282,1834,32,224,144,890,1,-0.008662,-0.018204,0.025360,0.014365,-0.026988,0.019389
3581,0,山口,2016-11-01,2026-08-11,520,1656,67,159,233,737,1,0.032832,0.023843,0.003029,-0.002336,-0.040812,-0.015512
3582,0,滋賀,2016-11-06,2026-08-08,547,2161,187,616,380,1396,1,0.056812,0.044469,0.048701,0.032757,-0.214512,-0.150987
3583,0,埼玉,2016-11-01,2026-08-11,348,1475,40,95,159,461,1,0.050536,0.016224,0.144354,0.111120,-0.492494,-0.348481
3584,0,広島,2016-11-03,2026-08-10,368,2139,50,291,178,1091,1,-0.000175,-0.009042,-0.026356,-0.033730,0.066445,0.099305
3585,0,岡山,2016-11-12,2020-06-03,131,646,11,35,68,240,1,0.029790,0.015356,0.147567,0.128816,-0.458712,-0.381229
3587,0,徳島,2016-11-03,2026-07-20,393,1436,44,136,182,570,1,0.017252,-0.010929,0.066168,0.041782,-0.215725,-0.107289
3588,0,静岡,2016-11-12,2018-08-26,67,311,11,28,34,126,1,0.074147,0.059210,0.102318,0.066708,-0.445890,-0.311262
3589,0,埼玉,2016-11-05,2026-07-12,326,1798,73,327,192,937,1,0.042058,0.033964,0.067822,0.057530,-0.253878,-0.210928
3590,0,東京,2016-11-03,2026-08-08,636,1789,211,502,458,1126,1,0.051157,0.045921,0.090724,0.082643,-0.355840,-0.322715
3591,0,静岡,2016-11-03,2026-08-11,425,1340,57,124,177,504,1,0.041580,0.020361,0.040351,0.019461,-0.174337,-0.083790
3592,0,大阪,2016-11-03,2021-12-02,93,583,9,39,37,196,1,0.029879,0.008445,0.061657,0.043411,-0.289806,-0.207219
3593,0,長崎,2016-11-01,2024-03-21,27,1270,4,87,13,515,1,0.079644,0.101353,0.075970,0.122105,-0.276728,-0.455974
3594,0,埼玉,2016-11-03,2023-11-29,250,864,16,36,93,241,1,0.022333,0.003603,0.093065,0.069601,-0.246426,-0.149630
3596,0,埼玉,2016-11-01,2026-08-05,246,1555,24,130,112,632,1,0.013960,-0.002752,0.048854,0.037635,-0.174697,-0.122232
3600,0,岡山,2016-11-07,2025-07-14,377,1581,52,148,158,605,1,0.044319,0.027690,0.036429,0.013226,-0.268230,-0.174837
3601,0,山口,2016-11-12,2019-06-24,84,343,4,19,21,104,1,-0.007775,-0.014596,-0.053207,-0.062052,0.248056,0.284250
3602,0,東京,2016-11-03,2026-08-10,667,1436,123,158,364,670,1,0.074380,0.066508,0.079153,0.066704,-0.327710,-0.279350
3604,0,福岡,2016-11-01,2026-08-05,446,1599,37,111,188,627,1,0.013541,0.014356,0.029405,0.021951,-0.057222,-0.032582
3605,0,三重,2016-11-03,2026-08-09,420,1707,64,205,197,740,1,0.032287,0.014511,0.035539,0.020948,-0.186773,-0.122730
3606,0,滋賀,2016-11-09,2026-08-08,626,1868,187,471,417,1202,1,0.046581,0.045504,0.022665,0.023439,-0.132289,-0.133556
3607,0,大阪,2016-11-01,2022-12-27,185,1137,28,135,82,484,1,0.032618,0.013996,0.017562,-0.001166,-0.141040,-0.061761
3608,0,愛知,2016-11-01,2018-12-27,74,380,3,12,22,109,1,0.008962,-0.016763,0.010455,-0.015972,-0.077454,0.034987
3609,0,岡山,2016-11-03,2018-06-18,0,300,0,13,0,79,0,,,,,,
3611,0,徳島,2016-11-15,2026-08-11,341,1918,78,378,228,1162,1,0.031659,0.013812,0.062782,0.041667,-0.198898,-0.109621
3612,0,兵庫,2016-11-03,2026-08-11,463,2358,117,606,298,1532,1,-0.004298,0.000545,-0.006075,0.002117,0.010693,-0.021619
3613,0,東京,2016-11-03,2026-08-03,674,1840,172,511,460,1238,1,-0.022525,-0.011068,0.009666,0.024215,0.006067,-0.053938
3614,0,広島,2016-11-07,2026-08-08,469,1902,72,186,216,772,1,0.055726,0.042337,0.054666,0.042527,-0.253434,-0.199164
3615,0,広島,2016-11-01,2026-08-08,370,2072,57,308,174,987,1,0.005405,0.006539,-0.006081,-0.005493,-0.077992,-0.079519
3616,0,福岡,2016-11-07,2026-08-10,688,1458,129,231,405,799,1,0.029064,0.017711,0.040652,0.026464,-0.146483,-0.086975
3617,0,佐賀,2016-11-07,2026-08-11,394,1459,53,161,137,467,1,0.024168,0.017215,0.027633,0.017581,-0.189632,-0.148218
3618,0,広島,2016-11-12,2026-08-11,309,2281,89,595,207,1450,1,0.027175,0.008097,0.034217,0.009888,-0.129331,-0.026351
3619,0,群馬,2016-11-01,2026-08-05,359,2115,50,284,183,1103,1,0.004997,0.002291,-0.011764,-0.016868,0.009789,0.030773
3620,0,福井,2016-11-12,2026-08-10,384,1643,34,192,144,585,1,-0.028318,-0.030497,0.018944,0.014729,0.008781,0.026570
3621,0,愛知,2016-11-23,2026-06-22,555,1810,111,409,375,1226,1,-0.025967,-0.030492,-0.001672,-0.008573,0.074362,0.100844
3622,0,群馬,2016-11-03,2022-04-09,266,1061,96,243,188,589,1,0.131873,0.083438,0.151630,0.089172,-0.614394,-0.359159
3623,0,佐賀,2016-11-09,2026-08-11,527,2078,226,682,419,1509,1,0.100642,0.072451,0.068887,0.051015,-0.362916,-0.275912
3624,0,静岡,2016-11-25,2024-05-16,203,1271,22,121,77,421,1,0.013174,-0.019102,0.048075,0.019398,-0.209834,-0.084840
3626,0,大阪,2016-11-18,2022-06-26,98,941,9,64,23,286,1,0.023824,0.027505,-0.069238,-0.058211,0.102724,0.060226
3627,0,福岡,2016-11-03,2026-08-05,648,1556,111,243,317,729,1,0.015127,0.005102,0.020689,0.004537,-0.115931,-0.054949
3628,0,滋賀,2016-11-01,2018-12-21,27,203,2,7,10,45,1,0.039591,0.010451,0.148695,0.125198,-0.405583,-0.292239
3629,0,埼玉,2016-11-01,2026-05-18,162,2239,30,492,89,1352,1,-0.034556,-0.008690,-0.054458,-0.030891,0.198198,0.094534
3630,0,静岡,2016-11-08,2026-08-05,371,1351,38,92,151,474,1,0.034328,0.008962,0.056157,0.040646,-0.200676,-0.126052
3631,0,長崎,2016-11-08,2026-06-24,60,1651,10,196,23,776,1,0.047951,0.033052,-0.086685,-0.092505,0.360660,0.390183
3632,0,埼玉,2016-11-08,2017-10-22,25,102,3,4,8,18,1,0.080784,0.051739,0.143529,0.110447,-0.575294,-0.441259
3633,0,滋賀,2016-11-01,2019-12-20,149,162,7,6,37,28,1,0.009943,-0.014514,0.075483,0.061736,-0.263692,-0.194849
3635,0,福井,2016-11-01,2026-08-10,630,1814,173,427,395,1126,1,0.039212,0.029573,0.006256,-0.008651,-0.069696,-0.010119
3636,0,山口,2016-11-09,2020-02-15,138,460,12,25,56,138,1,0.032609,0.021538,0.105797,0.081902,-0.155797,-0.063791
3637,0,愛知,2016-11-06,2026-08-11,498,1678,52,164,225,682,1,0.006682,-0.009799,0.045371,0.026140,-0.171327,-0.090607
3641,0,東京,2016-11-03,2026-08-06,645,2121,164,479,463,1344,1,0.028427,0.035347,0.084166,0.089590,-0.224896,-0.248777
3642,0,静岡,2016-11-03,2026-08-08,226,1379,22,94,81,426,1,0.029180,0.010466,0.049488,0.037921,-0.113273,-0.058287
3643,0,岡山,2016-11-03,2026-08-03,369,1904,49,244,188,1007,1,0.004640,-0.011046,-0.019401,-0.031755,0.034593,0.090463
3644,0,三重,2016-11-05,2022-07-16,276,923,25,77,96,347,1,0.007156,-0.018320,-0.028122,-0.051527,0.011812,0.115731
3645,0,徳島,2016-11-03,2026-07-19,209,677,46,142,123,390,1,0.010347,-0.004398,0.012446,0.000546,0.005753,0.059026
3647,0,埼玉,2016-11-05,2026-08-08,320,1623,24,117,130,589,1,0.002911,-0.011243,0.043342,0.024390,-0.116418,-0.038874
3648,0,東京,2016-11-12,2018-12-24,104,287,10,13,29,62,1,0.050858,0.001060,0.062818,0.009445,-0.282129,-0.054744
3650,0,佐賀,2016-11-12,2017-01-27,3,21,0,0,1,4,0,,,,,,
3652,0,群馬,2016-11-03,2026-08-09,324,1525,26,119,113,459,1,0.002214,-0.000027,0.047782,0.039698,-0.142364,-0.112676
3653,0,群馬,2016-11-03,2026-08-09,367,1633,30,164,173,724,1,-0.018685,-0.022736,0.028034,0.019981,-0.078652,-0.049081
3654,0,福井,2016-11-01,2026-07-28,613,1938,222,520,432,1236,1,0.093835,0.075940,0.066960,0.041548,-0.346590,-0.243546
3655,0,群馬,2016-11-07,2026-08-11,393,1963,69,310,225,1100,1,0.017651,-0.003569,0.012152,-0.016652,-0.076650,0.041801
3656,0,東京,2016-11-03,2026-07-25,700,1488,118,214,419,801,1,0.024754,0.022060,0.060265,0.056495,-0.180465,-0.164874
3658,0,大阪,2016-11-03,2021-06-23,103,853,16,88,34,262,1,0.052175,0.038410,0.022946,-0.003699,-0.119316,-0.015668
3659,0,群馬,2016-11-03,2026-08-11,564,1715,114,311,368,1041,1,0.020787,0.003142,0.045485,0.018681,-0.152662,-0.044245
3660,0,香川,2016-11-05,2026-08-09,398,1606,27,87,146,486,1,0.013667,-0.002705,0.064219,0.053637,-0.210035,-0.157850
3661,0,山口,2016-11-07,2026-08-11,702,1688,84,169,370,821,1,0.019540,0.008470,0.040691,0.022400,-0.191015,-0.119026
